K_Receipt,K_Member,Quantity,Q_Amount,T_Receipt,Q_Discount_Amount
560734,15298,360.0,990.0,2011-07-20 14:58:00,
560736,15260,190.0,345.14,2011-07-20 15:33:00,
560742,14755,139.0,312.9,2011-07-20 15:44:00,
560754,17754,496.0,310.82,2011-07-20 15:56:00,
560776,13995,341.0,408.25,2011-07-21 08:44:00,
560781,13969,155.0,353.02,2011-07-21 09:43:00,
560782,14769,317.0,337.93,2011-07-21 10:10:00,
560783,15108,331.0,616.8,2011-07-21 10:24:00,
560790,14051,168.0,902.4,2011-07-21 10:29:00,
560791,14688,109.0,96.89,2011-07-21 10:30:00,
560792,15189,110.0,685.5,2011-07-21 10:32:00,
560805,14259,68.0,120.0,2011-07-21 10:44:00,
560807,18143,308.0,480.18,2011-07-21 10:44:00,
560820,17811,127.0,146.66,2011-07-21 10:59:00,
560821,17848,11.0,109.44999999999999,2011-07-21 11:17:00,
560824,17935,77.0,134.57,2011-07-21 11:23:00,
560826,18073,412.0,495.24,2011-07-21 11:30:00,
560827,14517,73.0,252.45,2011-07-21 11:42:00,
560828,14298,2316.0,1088.86,2011-07-21 11:55:00,
560829,17694,184.0,283.12,2011-07-21 12:00:00,
560833,16891,60.0,176.31,2011-07-21 12:14:00,
560834,16523,204.0,484.40000000000003,2011-07-21 12:15:00,
560839,14527,23.0,121.54,2011-07-21 12:23:00,
560841,14298,2169.0,2569.55,2011-07-21 12:25:00,
560843,14298,60.0,99.0,2011-07-21 12:27:00,
560844,14298,24.0,74.88,2011-07-21 12:28:00,
560845,15570,202.0,301.26,2011-07-21 12:29:00,
560853,15311,248.0,445.7,2011-07-21 12:33:00,
560854,13098,300.0,473.09999999999997,2011-07-21 12:46:00,
560856,16607,431.0,421.7,2011-07-21 13:06:00,
560858,14403,100.0,295.79999999999995,2011-07-21 13:25:00,
560859,13668,37.0,87.30000000000001,2011-07-21 13:28:00,
560861,17660,121.0,178.75,2011-07-21 13:37:00,
560862,14085,209.0,287.83,2011-07-21 13:48:00,
560863,12748,57.0,104.28,2011-07-21 13:53:00,
560864,14407,680.0,475.36,2011-07-21 13:54:00,
560868,14866,23.0,82.92,2011-07-21 14:14:00,
560870,13157,314.0,375.26,2011-07-21 14:34:00,
560871,14745,10.0,20.8,2011-07-21 14:40:00,
560872,14745,269.0,338.03,2011-07-21 14:41:00,
560873,13881,309.0,563.07,2011-07-21 14:52:00,
560875,13562,294.0,606.46,2011-07-21 15:12:00,
560876,12626,516.0,1051.06,2011-07-21 15:14:00,
560878,14410,138.0,201.18,2011-07-21 15:16:00,
560879,16654,62.0,64.02,2011-07-21 15:23:00,
560881,17965,18.0,56.3,2011-07-21 15:45:00,
560882,17213,148.0,312.59000000000003,2011-07-21 15:47:00,
560883,13694,793.0,452.71000000000004,2011-07-21 16:10:00,
560884,13694,600.0,890.0,2011-07-21 16:12:00,
560885,16188,206.0,189.26,2011-07-21 16:20:00,
560886,16041,100.0,675.0,2011-07-21 16:27:00,
560887,16041,944.0,2064.8,2011-07-21 16:28:00,
560888,15380,138.0,352.46000000000004,2011-07-21 16:33:00,
560891,15106,262.0,254.38,2011-07-21 17:02:00,
560892,13089,498.0,877.36,2011-07-21 17:08:00,
560893,13804,206.0,310.34000000000003,2011-07-21 17:08:00,
560894,14911,269.0,751.75,2011-07-21 17:09:00,
560895,13089,841.0,1021.9200000000001,2011-07-21 17:12:00,
560896,15623,125.0,301.03,2011-07-21 17:26:00,
560897,12971,48.0,139.20000000000002,2011-07-21 17:26:00,
560901,12476,297.0,620.57,2011-07-21 17:39:00,
560906,15827,52.0,173.8,2011-07-21 17:55:00,
560908,15827,80.0,86.24,2011-07-21 17:56:00,
560911,17961,23.0,41.1,2011-07-21 18:00:00,
560913,17961,1.0,4.25,2011-07-21 18:07:00,
560914,17175,130.0,310.93,2011-07-21 18:08:00,
560915,13313,156.0,308.6,2011-07-21 18:19:00,
560916,14911,228.0,275.64,2011-07-21 18:19:00,
560917,17949,109.0,833.85,2011-07-21 18:21:00,
560918,14849,567.0,813.89,2011-07-21 18:27:00,
560919,15971,100.0,430.0,2011-07-21 18:31:00,
560920,15370,149.0,385.52,2011-07-21 18:36:00,
560921,16224,313.0,322.67,2011-07-21 19:17:00,
560922,14911,146.0,210.9,2011-07-21 19:34:00,
560924,15061,472.0,647.9200000000001,2011-07-22 09:01:00,
560925,15061,336.0,1665.1999999999998,2011-07-22 09:02:00,
560927,13078,202.0,572.9300000000001,2011-07-22 09:55:00,
560928,14852,266.0,425.96,2011-07-22 10:00:00,
560929,16866,27.0,53.79,2011-07-22 10:06:00,
560930,15829,420.0,325.44,2011-07-22 10:23:00,
560931,16365,52.0,175.04999999999998,2011-07-22 10:25:00,
560934,16722,272.0,374.28,2011-07-22 10:48:00,
560937,17920,122.0,213.67,2011-07-22 10:52:00,
560942,15005,134.0,164.92,2011-07-22 11:31:00,
560972,14209,138.0,438.5,2011-07-22 11:44:00,
560974,14426,275.0,508.25,2011-07-22 11:55:00,
560975,14426,100.0,167.4,2011-07-22 11:56:00,
560976,18146,126.0,83.7,2011-07-22 12:08:00,
560977,16839,308.0,422.40000000000003,2011-07-22 12:09:00,
560978,15815,446.0,480.62,2011-07-22 12:20:00,
560979,15232,372.0,310.36,2011-07-22 12:21:00,
560980,16107,88.0,318.8,2011-07-22 12:41:00,
560988,15854,62.0,356.0,2011-07-22 13:17:00,
560989,15704,346.0,748.14,2011-07-22 13:20:00,
560991,12438,583.0,770.0699999999999,2011-07-22 13:29:00,
560992,18161,70.0,224.94,2011-07-22 13:31:00,
560994,15704,20.0,38.16,2011-07-22 13:35:00,
560996,17625,465.0,685.1,2011-07-22 13:53:00,
560997,12627,422.0,696.02,2011-07-22 13:59:00,
560998,14243,110.0,214.62,2011-07-22 14:07:00,
561001,16711,149.0,311.07,2011-07-22 14:23:00,
561002,13750,96.0,325.44,2011-07-22 14:39:00,
561003,13079,4.0,23.8,2011-07-22 14:41:00,
561004,15189,89.0,304.87,2011-07-22 14:47:00,
561005,17961,86.0,134.44,2011-07-22 14:53:00,
561006,16161,232.0,469.90000000000003,2011-07-22 15:02:00,
561007,15640,520.0,649.46,2011-07-22 15:21:00,
561008,18150,96.0,185.70000000000002,2011-07-22 15:43:00,
561009,15856,484.0,489.6,2011-07-22 16:03:00,
561010,18262,182.0,149.48,2011-07-22 16:04:00,
561020,13563,146.0,310.88,2011-07-22 17:21:00,
561021,15465,61.0,320.71,2011-07-24 10:03:00,
561022,14800,266.0,282.66,2011-07-24 10:24:00,
561023,13576,144.0,354.24,2011-07-24 10:30:00,
561024,12916,263.0,693.37,2011-07-24 10:35:00,
561025,16241,93.0,196.28,2011-07-24 10:37:00,
561026,17265,175.0,172.17,2011-07-24 10:49:00,
561027,13802,778.0,1468.3600000000001,2011-07-24 10:54:00,
561028,17769,228.0,319.85,2011-07-24 11:06:00,
561029,12490,234.0,376.93,2011-07-24 11:25:00,
561030,16407,149.0,265.87,2011-07-24 11:25:00,
561031,13461,412.0,307.8,2011-07-24 11:32:00,
561032,13029,62.0,390.7,2011-07-24 11:37:00,
561033,14443,319.0,383.12,2011-07-24 11:40:00,
561034,15506,144.0,208.77,2011-07-24 11:45:00,
561035,17312,96.0,244.79999999999998,2011-07-24 11:52:00,
561036,13137,156.0,290.46,2011-07-24 11:54:00,
561037,12472,469.0,558.1,2011-07-24 11:55:00,
561038,17114,20.0,112.0,2011-07-24 11:58:00,
561039,16525,598.0,452.42,2011-07-24 12:02:00,
561040,12431,214.0,505.46,2011-07-24 12:05:00,
561042,16305,256.0,361.21999999999997,2011-07-24 12:18:00,
561043,15708,234.0,632.13,2011-07-24 12:20:00,
561044,13831,122.0,357.4,2011-07-24 12:26:00,
561045,17522,183.0,124.71,2011-07-24 12:29:00,
561046,16218,340.0,452.0,2011-07-24 12:33:00,
561047,16948,1368.0,194.48,2011-07-24 12:46:00,
561048,12939,384.0,761.76,2011-07-24 12:51:00,
561049,12864,216.0,147.12,2011-07-24 13:03:00,
561050,16558,466.0,403.05,2011-07-24 13:06:00,
561051,16684,3312.0,7138.12,2011-07-24 13:11:00,
561052,16684,624.0,711.84,2011-07-24 13:12:00,
561053,16684,840.0,324.0,2011-07-24 13:13:00,
561054,18229,174.0,426.22,2011-07-24 13:13:00,
561055,16684,480.0,201.6,2011-07-24 13:14:00,
561056,13477,120.0,133.76,2011-07-24 13:17:00,
561057,17935,4.0,8.32,2011-07-24 13:18:00,
561058,17724,78.0,373.1,2011-07-24 13:26:00,
561060,17703,178.0,229.14,2011-07-24 13:30:00,
561062,16668,6.0,19.5,2011-07-24 13:56:00,
561063,12763,120.0,174.0,2011-07-24 14:12:00,
561064,18109,17.0,136.60000000000002,2011-07-24 14:16:00,
561065,14180,15.0,101.05,2011-07-24 14:18:00,
561066,16710,296.0,206.25,2011-07-24 14:21:00,
561067,14397,84.0,99.96,2011-07-24 14:26:00,
561068,13116,291.0,501.14,2011-07-24 14:33:00,
561070,16782,57.0,136.65,2011-07-24 15:23:00,
561071,14057,328.0,440.26,2011-07-24 15:39:00,
561072,14019,233.0,384.29,2011-07-24 15:39:00,
561073,13408,589.0,1104.31,2011-07-24 15:46:00,
561074,13037,137.0,303.75,2011-07-24 15:46:00,
561075,16458,116.0,185.0,2011-07-24 15:51:00,
561076,17696,152.0,402.08000000000004,2011-07-24 15:52:00,
561077,17649,399.0,868.49,2011-07-24 15:53:00,
561078,16178,94.0,197.9,2011-07-24 16:05:00,
561079,13956,249.0,385.75,2011-07-24 16:12:00,
561081,13230,108.0,148.96,2011-07-24 16:15:00,
561082,13230,12.0,5.04,2011-07-24 16:18:00,
561084,14948,281.0,265.27,2011-07-25 08:50:00,
561085,14367,551.0,929.53,2011-07-25 09:26:00,
561087,15144,214.0,261.41999999999996,2011-07-25 09:48:00,
561088,15144,30.0,62.400000000000006,2011-07-25 09:50:00,
561089,17579,39.0,106.45000000000002,2011-07-25 09:50:00,
561092,17054,195.0,288.5,2011-07-25 09:58:00,
561093,12540,643.0,1190.39,2011-07-25 10:01:00,
561094,12474,408.0,477.64,2011-07-25 10:04:00,
561095,17040,181.0,449.73,2011-07-25 10:19:00,
561096,16099,156.0,273.8,2011-07-25 10:28:00,
561097,15981,196.0,397.2,2011-07-25 10:47:00,
561098,14194,193.0,558.49,2011-07-25 10:56:00,
561099,14100,63.0,191.95000000000002,2011-07-25 11:01:00,
561100,15289,435.0,322.53000000000003,2011-07-25 11:01:00,
561101,16013,336.0,241.92,2011-07-25 11:05:00,
561102,12412,240.0,358.24,2011-07-25 11:17:00,
561105,15218,195.0,414.25,2011-07-25 11:36:00,
561106,14246,267.0,520.23,2011-07-25 11:37:00,
561109,15218,212.0,298.2,2011-07-25 11:43:00,
561111,16422,376.0,734.0,2011-07-25 11:49:00,
561112,14606,34.0,124.44,2011-07-25 11:53:00,
561113,17841,833.0,816.3,2011-07-25 12:09:00,
561114,14775,418.0,294.9,2011-07-25 12:12:00,
561115,17675,113.0,252.4,2011-07-25 12:12:00,
561116,13520,406.0,656.0,2011-07-25 12:22:00,
561118,15781,37.0,127.95000000000002,2011-07-25 12:25:00,
561119,17719,71.0,233.51,2011-07-25 12:34:00,
561120,15835,90.0,187.20000000000002,2011-07-25 12:50:00,
561125,17364,254.0,531.96,2011-07-25 12:58:00,
561128,16249,197.0,331.74,2011-07-25 12:59:00,
561132,14344,105.0,126.75,2011-07-25 13:00:00,
561147,16841,674.0,317.82,2011-07-25 13:06:00,
561170,16027,195.0,150.85,2011-07-25 13:16:00,
561189,16557,13.0,101.15,2011-07-25 13:28:00,
561190,17631,93.0,113.95,2011-07-25 13:37:00,
561191,15129,228.0,299.4,2011-07-25 13:42:00,
561192,16033,163.0,441.14,2011-07-25 13:45:00,
561193,13296,78.0,87.4,2011-07-25 13:46:00,
561194,13814,332.0,617.54,2011-07-25 13:54:00,
561195,14796,572.0,564.03,2011-07-25 13:57:00,
561196,14342,74.0,110.14,2011-07-25 14:35:00,
561197,16364,114.0,346.3,2011-07-25 14:35:00,
561199,14970,50.0,337.5,2011-07-25 14:45:00,
561200,13695,49.0,95.28,2011-07-25 15:01:00,
561201,14692,36.0,111.25,2011-07-25 15:08:00,
561202,17705,114.0,135.0,2011-07-25 15:14:00,
561203,14232,316.0,311.76,2011-07-25 15:17:00,
561204,12836,155.0,451.13,2011-07-25 15:22:00,
561205,17693,231.0,200.47,2011-07-25 15:48:00,
561206,13110,67.0,302.71000000000004,2011-07-25 16:18:00,
561207,13110,2.0,7.040000000000001,2011-07-25 16:20:00,
561208,15372,2924.0,2007.3999999999999,2011-07-25 16:39:00,
561219,18180,380.0,301.2,2011-07-26 08:51:00,
561220,17734,277.0,427.23,2011-07-26 09:20:00,
561221,15281,110.0,214.82,2011-07-26 09:23:00,
561222,13588,646.0,491.0,2011-07-26 09:27:00,
561223,15358,141.0,152.66,2011-07-26 09:51:00,
561224,13629,500.0,895.0,2011-07-26 09:55:00,
561226,15618,99.0,222.82999999999998,2011-07-26 10:13:00,
561228,12431,72.0,118.8,2011-07-26 10:16:00,
561231,15855,151.0,237.55,2011-07-26 10:20:00,
561236,15159,810.0,908.46,2011-07-26 10:27:00,
561241,13930,210.0,210.0,2011-07-26 11:00:00,
561242,16258,1323.0,1152.8,2011-07-26 11:05:00,
561244,13865,54.0,100.82,2011-07-26 11:24:00,
561246,16951,240.0,208.96,2011-07-26 11:38:00,
561247,16592,581.0,668.39,2011-07-26 11:38:00,
561248,16592,48.0,24.96,2011-07-26 11:39:00,
561257,14911,251.0,346.77,2011-07-26 12:00:00,
561258,15513,861.0,1611.1100000000001,2011-07-26 12:03:00,
561259,12584,22.0,147.1,2011-07-26 12:04:00,
561280,18211,96.0,130.79999999999998,2011-07-26 12:24:00,
561284,16818,68.0,87.96000000000001,2011-07-26 12:24:00,
561288,13379,166.0,136.29,2011-07-26 12:26:00,
561295,15311,1057.0,1648.73,2011-07-26 12:28:00,
561314,16266,114.0,161.9,2011-07-26 12:36:00,
561320,16942,103.0,191.89000000000001,2011-07-26 12:57:00,
561321,13668,50.0,162.06,2011-07-26 12:59:00,
561322,15203,426.0,301.98,2011-07-26 13:03:00,
561324,14414,468.0,295.64,2011-07-26 13:45:00,
561325,17596,770.0,449.87,2011-07-26 13:46:00,
561329,15044,48.0,154.21,2011-07-26 13:57:00,
561330,16019,309.0,462.75,2011-07-26 14:03:00,
561331,16809,95.0,127.61,2011-07-26 14:24:00,
561332,13492,142.0,593.74,2011-07-26 14:25:00,
561334,15440,47.0,111.86,2011-07-26 14:27:00,
561352,18094,206.0,416.90000000000003,2011-07-26 14:41:00,
561353,18094,84.0,208.2,2011-07-26 14:42:00,
561355,13090,216.0,968.4,2011-07-26 14:51:00,
561356,14273,87.0,231.35,2011-07-26 14:56:00,
561359,17160,554.0,566.84,2011-07-26 15:29:00,
561360,16133,260.0,375.0,2011-07-26 15:37:00,
561363,17238,124.0,218.44,2011-07-26 15:42:00,
561366,15152,166.0,310.72,2011-07-26 15:45:00,
561378,17861,106.0,134.38,2011-07-26 16:55:00,
561381,17920,22.0,110.78,2011-07-26 17:14:00,
561382,16750,75.0,199.04,2011-07-26 17:27:00,
561383,13730,249.0,445.84999999999997,2011-07-27 08:35:00,
561384,13194,26.0,60.7,2011-07-27 09:01:00,
561385,15660,136.0,135.35999999999999,2011-07-27 09:13:00,
561386,15660,12.0,9.959999999999999,2011-07-27 09:14:00,
561387,13824,142.0,196.86,2011-07-27 09:22:00,
561388,12753,2208.0,3680.4,2011-07-27 09:32:00,
561389,12971,128.0,411.08000000000004,2011-07-27 09:37:00,
561390,17068,125.0,239.0,2011-07-27 09:52:00,
561391,16628,234.0,410.63,2011-07-27 09:59:00,
561393,18241,108.0,165.0,2011-07-27 10:10:00,
561394,17315,48.0,144.8,2011-07-27 10:10:00,
561395,13999,166.0,358.7,2011-07-27 10:29:00,
561396,13458,512.0,794.58,2011-07-27 10:40:00,
561397,16532,1056.0,2606.4,2011-07-27 10:41:00,
561398,16767,502.0,618.5,2011-07-27 10:52:00,
561399,15125,543.0,1049.38,2011-07-27 10:53:00,
561430,15172,358.0,360.54,2011-07-27 11:29:00,
561453,13183,192.0,353.76,2011-07-27 11:47:00,
561455,15095,212.0,267.32,2011-07-27 11:58:00,
561462,14088,70.0,313.5,2011-07-27 12:19:00,
561463,14527,46.0,260.56,2011-07-27 12:38:00,
561465,16447,221.0,255.91,2011-07-27 12:45:00,
561466,17243,60.0,160.2,2011-07-27 12:50:00,
561467,14040,93.0,151.95,2011-07-27 12:58:00,
561468,12709,222.0,350.7,2011-07-27 13:00:00,
561470,12523,147.0,186.75,2011-07-27 13:14:00,
561471,14911,602.0,660.26,2011-07-27 13:14:00,
561472,14911,55.0,104.25,2011-07-27 13:15:00,
561473,15078,264.0,544.2,2011-07-27 13:17:00,
561474,14680,1501.0,2688.27,2011-07-27 13:18:00,
561485,17841,136.0,249.88,2011-07-27 13:42:00,
561488,16609,182.0,375.13,2011-07-27 13:51:00,
561502,14305,581.0,1044.2,2011-07-27 14:14:00,
561507,12397,697.0,1109.81,2011-07-27 14:21:00,
561508,16696,20.0,99.0,2011-07-27 14:23:00,
561511,15624,215.0,208.63000000000002,2011-07-27 15:02:00,
561512,14534,142.0,221.29,2011-07-27 15:09:00,
561514,14331,236.0,383.66,2011-07-27 15:14:00,
561517,18226,356.0,533.08,2011-07-27 15:17:00,
561518,15261,270.0,254.82,2011-07-27 15:20:00,
561519,17870,89.0,83.99,2011-07-27 17:01:00,
561520,17870,29.0,28.77,2011-07-27 17:03:00,
561521,17870,17.0,40.05,2011-07-27 17:06:00,
561522,17870,3.0,15.45,2011-07-27 17:08:00,
561528,13098,259.0,498.04,2011-07-28 08:55:00,
561529,13013,122.0,257.7,2011-07-28 09:19:00,
561530,16174,216.0,383.2,2011-07-28 09:21:00,
561531,14364,319.0,558.25,2011-07-28 09:27:00,
561532,15061,480.0,650.64,2011-07-28 09:30:00,
561533,16672,186.0,585.0,2011-07-28 09:32:00,
561534,14307,532.0,612.91,2011-07-28 09:45:00,
561535,15116,108.0,311.32,2011-07-28 09:48:00,
561537,13870,175.0,469.31000000000006,2011-07-28 09:58:00,
561542,15105,274.0,532.98,2011-07-28 10:09:00,
561544,16170,542.0,305.0,2011-07-28 10:14:00,
561570,14289,26.0,109.26,2011-07-28 10:24:00,
561583,13813,174.0,331.14,2011-07-28 10:33:00,
561584,13534,161.0,307.35,2011-07-28 10:38:00,
561585,13728,99.0,141.15,2011-07-28 10:46:00,
561592,14560,8.0,73.8,2011-07-28 11:18:00,
561593,16003,14.0,39.2,2011-07-28 11:20:00,
561595,12853,436.0,897.8,2011-07-28 11:22:00,
561597,12853,32.0,126.6,2011-07-28 11:26:00,
561599,12853,6.0,47.7,2011-07-28 11:29:00,
561600,15861,315.0,407.52,2011-07-28 11:29:00,
561601,18151,244.0,340.8,2011-07-28 11:35:00,
561602,16951,12.0,15.0,2011-07-28 12:05:00,
561603,14855,129.0,306.35,2011-07-28 12:06:00,
561605,13925,212.0,380.12,2011-07-28 12:09:00,
561607,17389,66.0,513.3,2011-07-28 12:15:00,
561610,16076,309.0,325.46999999999997,2011-07-28 12:28:00,
561611,17975,89.0,249.38,2011-07-28 12:29:00,
561614,13871,286.0,633.07,2011-07-28 12:50:00,
561615,13319,170.0,358.64,2011-07-28 12:57:00,
561616,15023,136.0,357.7,2011-07-28 13:02:00,
561617,18237,166.0,323.38,2011-07-28 13:05:00,
561618,18172,164.0,263.32,2011-07-28 13:28:00,
561624,16969,352.0,81.6,2011-07-28 13:54:00,
561625,16843,1704.0,1024.44,2011-07-28 14:03:00,
561626,14898,431.0,380.25,2011-07-28 14:03:00,
561627,12453,473.0,707.09,2011-07-28 14:08:00,
561629,12748,12.0,1.6800000000000002,2011-07-28 14:13:00,
561630,14527,5.0,23.5,2011-07-28 14:16:00,
561631,14911,362.0,574.22,2011-07-28 14:27:00,
561632,15639,323.0,425.32,2011-07-28 14:30:00,
561633,17949,2565.0,10303.95,2011-07-28 14:33:00,
561634,16912,44.0,65.4,2011-07-28 14:34:00,
561635,16912,68.0,327.32,2011-07-28 14:35:00,
561636,12910,176.0,344.4,2011-07-28 14:36:00,
561637,17949,168.0,428.4,2011-07-28 14:45:00,
561638,15118,1440.0,244.8,2011-07-28 14:54:00,
561641,15939,170.0,212.18,2011-07-28 15:03:00,
561642,17965,326.0,339.24,2011-07-28 15:04:00,
561643,15939,96.0,178.79999999999998,2011-07-28 15:04:00,
561644,16029,264.0,648.72,2011-07-28 15:15:00,
561645,14911,2270.0,4345.1,2011-07-28 15:16:00,
561646,16029,248.0,477.6,2011-07-28 15:19:00,
561647,13340,1764.0,3301.38,2011-07-28 15:20:00,
561648,15746,178.0,196.88,2011-07-28 15:21:00,
561650,15329,274.0,444.90000000000003,2011-07-28 15:31:00,
561653,14002,818.0,304.94,2011-07-28 15:55:00,
561654,14973,255.0,356.89,2011-07-28 15:58:00,
561655,18102,1828.0,6591.6,2011-07-28 16:00:00,
561656,17071,116.0,330.6,2011-07-28 16:03:00,
561657,17071,4.0,27.8,2011-07-28 16:04:00,
561658,12743,204.0,344.8,2011-07-28 16:06:00,
561659,17450,1180.0,3453.7200000000003,2011-07-28 16:11:00,
561661,12743,111.0,195.33,2011-07-28 16:21:00,
561662,12407,294.0,162.34,2011-07-28 16:28:00,
561664,15189,264.0,569.04,2011-07-28 16:53:00,
561669,12507,669.0,643.9,2011-07-28 17:09:00,
561670,17373,111.0,142.05,2011-07-28 17:15:00,
561671,12830,2064.0,1746.72,2011-07-28 17:17:00,
561672,12830,576.0,587.52,2011-07-28 17:18:00,
561675,17483,48.0,119.64,2011-07-28 17:33:00,
561676,13468,52.0,106.8,2011-07-28 17:53:00,
561677,15311,60.0,112.56,2011-07-28 18:23:00,
561678,17931,85.0,111.16000000000001,2011-07-28 18:33:00,
561679,15245,550.0,778.12,2011-07-28 18:56:00,
561680,18268,2.0,25.5,2011-07-28 19:13:00,
561683,15518,1.0,1.95,2011-07-28 19:34:00,
561685,14315,210.0,367.4,2011-07-28 19:46:00,
561686,13148,257.0,505.25,2011-07-29 08:29:00,
561687,13148,3.0,14.850000000000001,2011-07-29 08:30:00,
561688,14407,196.0,310.07,2011-07-29 08:48:00,
561689,15942,232.0,337.44,2011-07-29 09:01:00,
561690,13875,251.0,356.92,2011-07-29 09:11:00,
561692,14143,30.0,115.8,2011-07-29 09:48:00,
561693,15120,296.0,358.82,2011-07-29 09:48:00,
561694,16147,246.0,375.0,2011-07-29 09:57:00,
561695,14005,354.0,365.1,2011-07-29 10:00:00,
561696,13277,46.0,75.9,2011-07-29 10:06:00,
561697,18127,28.0,139.6,2011-07-29 10:06:00,
561698,15974,226.0,492.28,2011-07-29 10:21:00,
561699,12971,60.0,152.4,2011-07-29 10:32:00,
561700,14738,132.0,231.96,2011-07-29 10:34:00,
561701,13102,204.0,234.12,2011-07-29 10:41:00,
561702,15149,128.0,520.8000000000001,2011-07-29 10:58:00,
561704,14606,42.0,109.72,2011-07-29 11:07:00,
561705,14735,162.0,295.02,2011-07-29 11:23:00,
561706,14735,70.0,177.6,2011-07-29 11:25:00,
561707,14735,12.0,15.0,2011-07-29 11:27:00,
561708,13575,80.0,130.2,2011-07-29 11:28:00,
561709,17790,99.0,148.21,2011-07-29 11:35:00,
561710,13827,63.0,188.01999999999998,2011-07-29 11:45:00,
561711,13414,368.0,532.8,2011-07-29 11:45:00,
561712,14499,118.0,244.94,2011-07-29 11:49:00,
561713,12901,473.0,689.27,2011-07-29 11:56:00,
561714,18081,31.0,113.25000000000001,2011-07-29 11:56:00,
561715,13102,278.0,308.02,2011-07-29 12:03:00,
561719,17519,330.0,331.90000000000003,2011-07-29 12:09:00,
561732,14511,72.0,138.16,2011-07-29 12:13:00,
561743,13089,116.0,221.8,2011-07-29 12:16:00,
561750,16945,158.0,308.71000000000004,2011-07-29 12:18:00,
561773,17841,88.0,182.55,2011-07-29 12:41:00,
561774,16729,204.0,325.63,2011-07-29 12:41:00,
561783,16062,317.0,199.96,2011-07-29 12:50:00,
561794,12921,340.0,462.91,2011-07-29 13:11:00,
561795,12716,500.0,623.9,2011-07-29 13:28:00,
561796,13138,46.0,102.6,2011-07-29 13:34:00,
561797,13178,430.0,795.8000000000001,2011-07-29 13:37:00,
561798,14911,282.0,677.94,2011-07-29 13:39:00,
561799,15776,138.0,241.62,2011-07-29 13:46:00,
561800,13975,74.0,151.76,2011-07-29 14:13:00,
561801,12981,134.0,187.18,2011-07-29 14:14:00,
561802,12748,152.0,161.68,2011-07-29 14:29:00,
561803,17926,172.0,185.56,2011-07-29 14:39:00,
561804,14191,308.0,417.94,2011-07-29 14:40:00,
561806,12839,219.0,322.4,2011-07-29 14:55:00,
561807,17491,113.0,335.45,2011-07-29 15:02:00,
561808,13534,204.0,362.0,2011-07-29 15:11:00,
561809,16684,600.0,432.0,2011-07-29 15:12:00,
561811,13106,18.0,76.5,2011-07-29 15:12:00,
561813,13104,48.0,162.72,2011-07-29 15:25:00,
561814,14854,143.0,368.45,2011-07-29 15:40:00,
561815,14083,8.0,41.6,2011-07-29 15:42:00,
561816,16184,71.0,116.93,2011-07-29 15:46:00,
561817,12921,170.0,361.46000000000004,2011-07-29 15:51:00,
561818,16775,39.0,147.07,2011-07-29 15:51:00,
561819,13928,20.0,104.2,2011-07-29 15:59:00,
561857,13004,246.0,308.44,2011-07-29 16:24:00,
561858,18064,224.0,406.0,2011-07-29 16:39:00,
561859,17750,525.0,188.48999999999998,2011-07-29 17:19:00,
561860,17997,168.0,123.08,2011-07-29 17:28:00,
561861,16839,190.0,458.94,2011-07-31 10:28:00,
561862,15569,196.0,352.81,2011-07-31 10:38:00,
561863,17695,421.0,411.74,2011-07-31 10:40:00,
561864,13217,144.0,396.96000000000004,2011-07-31 10:43:00,
561865,15569,96.0,244.79999999999998,2011-07-31 10:47:00,
561866,14341,54.0,115.08,2011-07-31 10:48:00,
561867,16931,85.0,115.61,2011-07-31 10:59:00,
561868,16813,138.0,177.41,2011-07-31 11:26:00,
561869,16764,75.0,172.96,2011-07-31 11:38:00,
561870,14911,1410.0,1056.11,2011-07-31 11:45:00,
561871,13018,251.0,377.29,2011-07-31 11:46:00,
561872,13018,7.0,37.400000000000006,2011-07-31 11:46:00,
561873,13316,2229.0,1912.7,2011-07-31 11:48:00,
561874,16255,211.0,297.32,2011-07-31 12:02:00,
561875,14885,724.0,765.3199999999999,2011-07-31 12:05:00,
561876,14472,63.0,149.02,2011-07-31 12:08:00,
561877,16401,485.0,483.63,2011-07-31 12:16:00,
561878,17388,59.0,189.82999999999998,2011-07-31 12:34:00,
561879,13722,351.0,738.0600000000001,2011-07-31 12:43:00,
561880,13722,92.0,173.88,2011-07-31 12:44:00,
561881,16477,229.0,446.75,2011-07-31 12:47:00,
561882,13388,262.0,621.3,2011-07-31 12:52:00,
561883,13388,20.0,55.8,2011-07-31 12:52:00,
561884,15453,82.0,139.98,2011-07-31 13:07:00,
561885,15532,107.0,314.2,2011-07-31 13:13:00,
561887,14414,522.0,309.14,2011-07-31 13:33:00,
561888,14092,258.0,360.54,2011-07-31 13:36:00,
561889,15804,214.0,519.04,2011-07-31 13:37:00,
561890,12697,195.0,263.40999999999997,2011-07-31 14:17:00,
561891,15438,59.0,156.57999999999998,2011-07-31 14:19:00,
561893,12942,94.0,279.08,2011-07-31 14:39:00,
561894,14456,443.0,491.31,2011-07-31 15:00:00,
561895,12748,1.0,1.25,2011-07-31 15:04:00,
561896,15819,225.0,408.33,2011-07-31 15:22:00,
561897,17841,111.0,205.2,2011-07-31 15:24:00,
561898,12456,621.0,1045.23,2011-07-31 15:25:00,
561899,17173,116.0,462.78,2011-07-31 15:26:00,
